ENSEMBL	baseMean	log2FoldChange	lfcSE	pvalue	padj	CD_LPS_1_fpm	WD_LPS_1_fpm	CD_LPS_2_fpm	WD_LPS_2_fpm
ENSMUSG00000024785	3084.0099267793344	-5.550894366774667e-5	0.001443200450119955	0.16761666158634944	0.9996008921543936	81.71411640787477	62.09924815116882	64.30361518350233	55.60448849212926
ENSMUSG00000025381	857.359068087778	-3.967436213447863e-6	0.0014426738281683228	0.5815180917644353	0.9996008921543936	21.960932992183622	18.45338182496495	16.442633640725315	16.457988137205277
ENSMUSG00000047123	2003.8646751534063	-4.840437685050426e-7	0.0014426618607113978	0.6434944721884834	0.9996008921543936	43.012991952929426	41.63318129872607	45.58397235684435	41.125377499992716
ENSMUSG00000020495	2254.5198181867695	1.2788500135564924e-5	0.0014426918656257949	0.9786266499914692	0.9996008921543936	44.15436864357227	48.37228397500003	52.43689423373786	47.82612981299773
ENSMUSG00000015697	662.1276425800404	-1.3163266847637696e-6	0.0014426700607358804	0.8375272462513064	0.9996008921543936	13.146968547774987	13.907879684256672	15.654438153287085	13.910918544542557
ENSMUSG00000025371	1245.2109467575856	-2.1827627730654202e-06	0.0014426756034341098	0.5987749219034538	0.9996008921543936	33.12106063402477	29.64752888790325	22.74819754023116	20.96434203191625
ENSMUSG00000015605	1480.2128052954322	-6.09184356520933e-7	0.0014426693545195005	0.8854620369268607	0.9996008921543936	35.36154080454591	35.14283744607296	28.6815580151134	27.390794542634502
ENSMUSG00000032557	1535.770732991901	-5.309571586307905e-6	0.001442671633209143	0.24090779662755166	0.9996008921543936	39.80022793482364	30.936551883029473	31.965705879439362	28.625143652924898
ENSMUSG00000042659	2519.0467237287367	2.8382959624563346e-5	0.0014428057851258603	0.3672753052466368	0.9996008921543936	51.19285823586981	65.15219735015198	48.868120221170315	50.1968638184761
ENSMUSG00000031979	1633.0452800795406	1.838186948563694e-5	0.0014427214617571604	0.9323176748872295	0.9996008921543936	33.75515879549302	36.13787274055636	35.622057168388935	34.13073254168047
ENSMUSG00000024271	735.9385169339015	2.905346199775546e-6	0.0014426698259406162	0.4976870487142686	0.9996008921543936	15.704497799030252	16.16932353535532	14.012364221124104	17.045773427819753
ENSMUSG00000000959	833.1134847149901	-7.208219949752229e-7	0.0014426673020857112	0.727153059239936	0.9996008921543936	19.23431089787016	17.61664760005845	17.38408936183209	17.006587741778787
ENSMUSG00000030357	788.2992123903934	-3.8292987721636875e-6	0.0014426804001440962	0.20608370964630543	0.9996008921543936	24.370506005762962	15.468275941514737	13.640160796500496	13.93051138756304
ENSMUSG00000022436	1447.1360667311362	-3.156329684421672e-6	0.0014426685312418778	0.9243846763604678	0.9996008921543936	34.62175961616629	31.999430493045836	27.718207974911117	29.408857373744194
ENSMUSG00000021962	2103.2357970344706	1.3114047619306496e-6	0.0014426723411713278	0.7511905298375702	0.9996008921543936	36.37609786289511	39.46219520167137	51.03565781162544	52.97904752738461
ENSMUSG00000018102	789.5101014259003	-6.062044723819184e-7	0.0014426730184430685	0.7206273125218888	0.9996008921543936	19.424540346310632	18.72475508709679	15.413600643236514	13.950104230583522
